,original_text,text
716,"RT @thehill: Sanders: Clinton with a moderate VP would be a ""disaster"" | WATCH: https://t.co/Fe4sDMaPUf https://t.co/QXexkJ5rsj",Sanders Clinton with a moderate VP would be a disaster  WATCH
717,RT @cgpb: Tom Perez Actually Had a Hillary Clinton-Esque Email Scandal https://t.co/jqQLZt2VOe,Tom Perez Actually Had a Hillary ClintonEsque Email Scandal
718,#DrunkBands Iggy Alcopop @midnight,Iggy Alcopop
719,RT @sarahkendzior: Billy Bush bragged about vulgar Trump video to NBC staffers https://t.co/ueGfbwSw6y,Billy Bush bragged about vulgar Trump video to NBC staffers
720,"Greitens holsters his military themes, looks for wider audience in general election campaign  #politics",Greitens holsters his military themes looks for wider audience in general election campaign
721,"RT @trueblackresist: Russia Appears To Defend Michael Flynn With  Message to other Moles in Trump Regime on Twitter  #BlackLivesMatter 
htt…",Russia Appears To Defend Michael Flynn With  Message to other Moles in Trump Regime on Twitter   htt
722,RT @eaglesdontflock: Many folks not shopping. https://t.co/yW8Oyh1aKW,Many folks not shopping
723,RT @TananariveDue: Black Lives Matter Activist Brittany Packnett on Why She's Finally #WithHer https://t.co/hA8zkYifcr via @ElleMagazine,Black Lives Matter Activist Brittany Packnett on Why Shes Finally via
724,"@danroan Hello. I think there's something that may get your attention https://t.co/sBGo3VvRGs
Please look it through. It might be huge",Hello I think theres something that may get your attention look it through It might be huge
725,@Jenn_Abrams Right decision!,Right decision
726,"RT @PeeteySDee: I look forward to the ""10 ways blacks, asians, and latinos are more racist than they realize"" articles in the series https:…",I look forward to the 10 ways blacks asians and latinos are more racist than they realize articles in the series
727,"RT @Leslie_H20: @scottwongDC @cimarcos This is a good place to look to see who deserves campaign donations from the base, and who doesn't. …",This is a good place to look to see who deserves campaign donations from the base and who doesnt
728,RT @DiscloseTV: The System Is Desperate: David Icke Takes On The 'Fake News' Hoax https://t.co/hK6ZaT2LIC,The System Is Desperate David Icke Takes On The Fake News Hoax
729,"RT @Conservatexian: News post: ""Bolton on Trump's Taiwan Call: China Doesn't Tell Us Who We Can Talk To"" https://t.co/ZATS5SEpQA",News post Bolton on Trumps Taiwan Call China Doesnt Tell Us Who We Can Talk To
730,RT @Chris_1791: Video Captures the Moment Calif. Man Loses It Over Drone Flying in the Street and Takes Matters Into His Own H.. http://t.c…,Video Captures the Moment Calif Man Loses It Over Drone Flying in the Street and Takes Matters Into His Own H
731,Hillary wearing designer hospital gowns now for public events! #SickHillary https://t.co/KzVr5EM9be,Hillary wearing designer hospital gowns now for public events
732,RT @michelekirkBPR: Flashback 2007: MSNBC blasts Hillary Clinton’s Obama birtherism https://t.co/OOk1JErSzM https://t.co/aGklsA1fSu,Flashback 2007 MSNBC blasts Hillary Clintons Obama birtherism
733,"RT @jandhobs: Chestious Augmentus - makes men pay attention to you, but not really  #RealLifeMagicSpells",Chestious Augmentus  makes men pay attention to you but not really
734,RT @blicqer: ★@AfrikanEyes: Independent authority clears Chicago cop for fatal shooting of man in the back https://t.co/Fb1YrVMMkI,Independent authority clears Chicago cop for fatal shooting of man in the back
735,RT @CJRamthun: #Hannity Throws a #TrumperTantrum Just Like The Political god He's Worshipping https://t.co/pTtEWVEbmN,Throws a Just Like The Political god Hes Worshipping
736,RT @AntiRacismTv: White Americans Are The Statistically Biggest Terror Threat in the United States… So Why Are You So Worried About... http…,White Americans Are The Statistically Biggest Terror Threat in the United States So Why Are You So Worried About
737,RT @JewhadiTM: #WikiLeaks: Clinton Foundation Plagued by Corruption and Conflict https://t.co/Xa1Ww8t6ha,Clinton Foundation Plagued by Corruption and Conflict
738,RT @TomthunkitsMind: What A Difference. https://t.co/zmwK2iiEhX,What A Difference
739,"RT @BenHowe: Holy crap, looks like Trump TV is happening. https://t.co/GW4BZlGQEw #NeverTrump",Holy crap looks like Trump TV is happening
740,RT @Humasdoubledong: @DRUDGE_REPORT Hillary is making Tim Kaine suck the stale farts out of her pantsuits. That's what she hired him for.,Hillary is making Tim Kaine suck the stale farts out of her pantsuits Thats what she hired him for
741,"RT @jollyrobber: If you were a REAL gangsta ass rapper, you'd rap your presents instead of wrapping them",If you were a REAL gangsta ass rapper youd rap your presents instead of wrapping them
742,RT @riingram: @watchmennews @weaselzippers Biggest Tim Kaine Lie Of VP Debate: “Hillary Clinton Eliminated Iranian Nuclear Weapons”,Biggest Tim Kaine Lie Of VP Debate Hillary Clinton Eliminated Iranian Nuclear Weapons
743,#MakeMeHateYouInOnePhrase America needs to be made great again https://t.co/sdUYHZLd10,America needs to be made great again
744,http://t.co/7kEZqWxISZ THE TALENT JUST DOESN'T STOP,THE TALENT JUST DOESNT STOP
745,RT @cmdorsey: How many followers do you get daily? 20 awesome new followers for me! Grow with https://t.co/nUt2H6aS9n,How many followers do you get daily 20 awesome new followers for me Grow with
746,RT @AG_Conservative: Everything you need to know. There are no real conservatives supporting this fascist.  https://t.co/JGggJMbdMZ,Everything you need to know There are no real conservatives supporting this fascist
747,RT @kmac: I'm calling it: @seankidney has the best twitter bio in climate-finance; &amp; possibly in all of climate twitter,Im calling it has the best twitter bio in climatefinance   possibly in all of climate twitter
748,"RT @RJergins: She Hid Under The Bed To Test Her Relationship. What Her Boyfriend Did Had Her Floored

😜😜😂😂😆😆😮😮
https://t.co/QM63shsUlb",She Hid Under The Bed To Test Her Relationship What Her Boyfriend Did Had Her
749,The pure strength of a tiger 🐯😱😱😱😱 https://t.co/mpqVNGfgej,The pure strength of a tiger
750,"RT @Malinka1102: #Ukraine
New #Maidan video provides more evidence that protesters were massacred from Maidan-controlled locations

https:/…",video provides more evidence that protesters were massacred from Maidancontrolled locations
751,RT @blicqer: 15 Dads Just Trying to Do Their BEST! #sp https://t.co/6tpqkw1uQO,15 Dads Just Trying to Do Their BEST
752,Hey Benedict Arnold! #AddCartoonsToHistory @midnight,Hey Benedict Arnold
753,RT @ChelseaClinton: Please tell me this is photoshopped. Please? https://t.co/WezDQx6IvT,Please tell me this is photoshopped Please
754,@Humoritarian 😂😂,
755,"RT @keithboykin: That time when Donald Trump called Bill Clinton's accusers ""a really unattractive group."" https://t.co/GHIo5Y9E0f https://…",That time when Donald Trump called Bill Clintons accusers a really unattractive group
756,RT @AndreaTantaros: I cannot believe I'm witnessing a GOP debate that has Romney demanding another rich candidate release his taxes?? What …,I cannot believe Im witnessing a GOP debate that has Romney demanding another rich candidate release his taxes What
757,RT @JohnFPLane: Crushus-candylius! #reallifemagicspells,Crushuscandylius
758,"Woods is survived by his wife and 3 sons
Heroes Woods and Doherty gave their lives away protecting their compatriots https://t.co/rfP0qYsdOy",Woods is survived by his wife and 3 sons Heroes Woods and Doherty gave their lives away protecting their compatriots
759,RT @mbfallon: How'd you like my book? #VulnerabilityIn5Words,Howd you like my book
760,"RT @NoTweetHeart: @EternalOblvion7 @TalibKweli @Josh49395035 I can think of 49,395,035 reasons y'all should block this racist clown and mov…",I can think of 49395035 reasons yall should block this racist clown and mov
761,"Millions of Americans vote #Trump2016 bcause they want it reversed, duh https://t.co/MG4ffqZhRo",Millions of Americans vote bcause they want it reversed duh
762,"#ChristmasAftermath 100 new empty beer cans since 7 am..
#hangover https://t.co/VhwMkCgnO4",100 new empty beer cans since 7 am
763,"RT @LoyolaWBB: Hard fought battle tonight!! Tough one, but weare ready to bounce back! #RollHounds  https://t.co/WzSdUBmGZ9",Hard fought battle tonight Tough one but weare ready to bounce back
764,RT @TallahForTrump: Trump spoke at my church in Detroit and it opened my eyes. Never again will I be a slave to the Democrats!👊 Let us rise…,Trump spoke at my church in Detroit and it opened my eyes Never again will I be a slave to the Democrats Let us rise
765,RT @blicqer: ▶@JamaicaStar: Lord have mercy! ...Pastors accused of abusing 12-year-old - Alleged victim vow to fight for jus... https://t.c…,Lord have mercy Pastors accused of abusing 12yearold  Alleged victim vow to fight for jus
766,RT @CBCNews: Our mistake here. ‘Bennifer’ is usually used to refer to Affleck’s previous relationship with Jennifer Lopez.,Our mistake here Bennifer is usually used to refer to Afflecks previous relationship with Jennifer Lopez
767,He still got his swagger back!p.2,He still got his swagger backp2
768,Ich glaub sie ist alternativlos! #Merkelmussbleiben,Ich glaub sie ist alternativlos
769,"RT @GrindDailyTweet: The #GrindDaily Team

#PresCandidatesBetterThanTrump http://t.co/go6YnJb9Br",The Team
770,"RT @CalebJHull: Obama just said no terrorist organization has successfully attacked our country in the last 8 years. 

THERE HAVE BEEN 36…",Obama just said no terrorist organization has successfully attacked our country in the last 8 years   THERE HAVE BEEN 36
771,"RT @PlayStation: #PSX16 is next weekend! We'll have 100+ games set up for you to play, we hope you'll join us 🎮 https://t.co/2yBPjcx7WR htt…",is next weekend Well have 100 games set up for you to play we hope youll join us  htt
772,RT @Baltimore0nline: Dead Fish Washing On Shore Puzzles County Residents https://t.co/MYeEOfAW4W https://t.co/fGKuu4AZnG,Dead Fish Washing On Shore Puzzles County Residents
773,RT @FPRNRadio: By The Rundown Live On Jan 11th Donald Trump held a press conference where he called CNN reporter Jim Acosta fake... https:/…,By The Rundown Live On Jan 11th Donald Trump held a press conference where he called CNN reporter Jim Acosta fake
774,RT @AllRepublicans: .@HillaryClinton #ThursdayThoughts  ~One of #HillarysAccomplishments ~ #Pennsylvania #NJ #Michigan #Ohio #Sandtown… , One of
775,"It's just another song, about missin you. #EricChurch",Its just another song about missin you
776,"RT @women4_trump: #SignsAtTheGatesOfHell

it was a sight to see going FULL PSYCHO MODE ON COMEY,TRUMP https://t.co/1rsTmcMv8N",was a sight to see going FULL PSYCHO MODE ON COMEYTRUMP
777,RT @DanaGeezus: #IdRunForPresidentIf @RyanReynolds was my First Gentleman,was my First Gentleman
778,"RT @SandraTXAS: Same foreign policy as Hillary: Obama $1.7 Billion Paid to Iran in Cash
https://t.co/hhYhqFafSt 
#MAGA #Trump https://t.co/…",Same foreign policy as Hillary Obama 17 Billion Paid to Iran in  Donald Trump
779,RT @blicqer: ▶@TheSource: Joey Badass Being Sued For Assaulting Donald Trump Impersonator https://t.co/99baUmcxk7,Joey Badass Being Sued For Assaulting Donald Trump Impersonator
780,RT @ihatethemedia: Like those loons care? https://t.co/wAkE6fmMiI,Like those loons care
781,"RT @EricTrump: First ""Deplorables,"" then ""Irredeemables"" then ""Basement Dwellers,"" now Catholics/Evangelicals! What a gem! 🙄   https://t.co…",First Deplorables then Irredeemables then Basement Dwellers now CatholicsEvangelicals What a gem
782,RT @ncscooper: County Supervisors Announce Plan to Attract Old White Men https://t.co/3NrBRPFxgu #boardofsupervisors https://t.co/X4F0IUvrNF,County Supervisors Announce Plan to Attract Old White Men
783,(P) persistence (A) addiction (S) seriousness (S) searching for glory (I) integrity (O) optimism (N) nothing interfers,P persistence A addiction S seriousness S searching for glory I integrity O optimism N nothing interfers
784,RT @propriator: EGOKI High Quality Knobs and Handles Brushed Nickle 4 https://t.co/4siNPcnQSw via @Darlingxxdarla,EGOKI High Quality Knobs and Handles Brushed Nickle 4 via
785,RT @twin1aw: Smug endorses impudent in the GA GOP chairman race. #gagop #tcot #gapol  https://t.co/W3uXq60qNh,Smug endorses impudent in the GA GOP chairman race
786,"Oh... das war zu nett! Man muss solche Aktionen öfter machen! 😍

#MakeHerSmile #WeltFrauenTag2017… https://t.co/oY40oP6zjs",Oh das war zu nett Man muss solche Aktionen fter machen
787,RT @ZaibatsuNews: 5 Obama Successes Republicans Have To Pretend Never Happened: https://t.co/ihQeVit18j #p2 #tcot #TrumpPence2016 https://t…,5 Obama Successes Republicans Have To Pretend Never Happened
788,"RT @mseric: Brb, even though there's no reason to tell you that.",Brb even though theres no reason to tell you that
789,RT @ZaibatsuNews: Election Update: The FBI Is Back -- This Time With Anthony Weiner https://t.co/TXMMqlOOuI https://t.co/8v6Zk3dAgo,Election Update The FBI Is Back  This Time With Anthony Weiner
790,RT @realFirearms: Necessity is the plea for every infringement of Human freedom. It is the argument of tyrants; it is the creed of slaves. …,Necessity is the plea for every infringement of Human freedom It is the argument of tyrants it is the creed of slaves
791,"Mayor of West Virginia city resigns after racist post about Michelle Obama
https://t.co/PfQwpsBXFh https://t.co/hriwaIpf4G",Mayor of West Virginia city resigns after racist post about Michelle
792,"RT @AnnoGalactic: Mo's sleeping. I like her tail tip. 
#pennysnest https://t.co/ljrY152ZUj",Mos sleeping I like her tail tip
793,RT @castellanosce: https://t.co/cLXR1kEAYH,
794,RT @TweetingYarnie: Trump's English-only it's not something he said it's a @politico article! Hillary is really getting desperate! https://…,Trumps Englishonly its not something he said its a article Hillary is really getting desperate
795,RT @TheHashtagGame: More #TheOlderWeGet with @HashTopiX,More with
796,RT @MrNegroMilitant: City of Stars https://t.co/mJeGtmzSgX,City of Stars
797,RT @mackdrama1017: @TwitterSF  Its gonna be alright by @adamgsoul ft @akon https://t.co/OoLr7gT95q  #NowPlaying @MackDramaRecord via @spoti…, Its gonna be alright by ft  via
798,"RT @KingSally13: #TheFirst100DaysToDoList Geroge Orwell 1984, activate Double Talk and Double Think",Geroge Orwell 1984 activate Double Talk and Double Think
799,RT @onetoughnerd: I will release my emails regarding Flint so that you have answers. You can find the emails tomorrow at https://t.co/chhzv…,I will release my emails regarding Flint so that you have answers You can find the emails tomorrow at
800,RT @realDonaldTrump: Thank you to my great supporters in Wisconsin. I heard that the crowd and enthusiasm was unreal!,Thank you to my great supporters in Wisconsin I heard that the crowd and enthusiasm was unreal
801,RT @shlomikliab: I never said that Judaism isn't a religion. Only that Jews are more than a religious community. Judaism's own rules agree.…,I never said that Judaism isnt a religion Only that Jews are more than a religious community Judaisms own rules agree
802,RT @conserv_tribune: “While Suturing a Cut on the Hand of a 75 Year Old Texas Rancher Whose Hand Was Caught in…” http://t.co/UbAx6adjrT #tc…,While Suturing a Cut on the Hand of a 75 Year Old Texas Rancher Whose Hand Was Caught in
803,RT @ItsVforVaJJ: #SometimesItsOkTo stare at someone else's man. As long as you don't get caught by that possessive chit wrapped around him.,stare at someone elses man As long as you dont get caught by that possessive chit wrapped around him
804,"@Perseverance719 Sorry to hurt your feelings, snowflake.",Sorry to hurt your feelings snowflake
805,RT @ConNewsNow: Tim Kaine Had Nothing Good To Say About Hillary In 2005 Debate https://t.co/tit8DL8BdI #tcot #UniteBlue #p2,Tim Kaine Had Nothing Good To Say About Hillary In 2005 Debate
806,RT @TalibKweli: RT @AfroHipHopShow: Been glued to @TalibKweli Time line. Big hommie be whooping ass all day... #yallneedtopayfortheselessons,Been glued to Time line Big hommie be whooping ass all day
807,"This video was taken at University of Oregon in front of Lillis Hall

Is this okay to you guys?? https://t.co/PM2TRYuBL7",This video was taken at University of Oregon in front of Lillis Hall  Is this okay to you guys
808,"France: It WAS a beautiful landmark Church! 
Now Saudi-funded mosque being built! https://t.co/BcNivc2ZjK",France It WAS a beautiful landmark Church  Now Saudifunded mosque being built
809,Media say Donald Trump is a racist yet look at all these blacks he's employed.. https://t.co/vcbulLfTYl,Media say Donald Trump is a racist yet look at all these blacks hes employed
810,"RT @DJROM66: @Cernovich @DMashak       Just ignore them,,,haven't watched CNN or MSNBC in years.",      Just ignore themhavent watched CNN or MSNBC in years
811,RT @luchadora41: VIDEO: 5 Dystopic Movies That Are Coming True Right Now https://t.co/Bgc7XUCFXq via @DCClothesline,VIDEO 5 Dystopic Movies That Are Coming True Right Now via
812,RT @PoliticalMomma1: #TedCruzLies  https://t.co/DVyR2qlmFz,
813,RT @sportsterI: #ice Federal agents conduct immigration enforcement raids in at least six states https://t.co/e2Jz4nhWac,Federal agents conduct immigration enforcement raids in at least six states
814,RT @kylegriffin1: Just seeing this— Burlington Coat Factory is the latest retailer to drop Ivanka Trump's brand online https://t.co/KmrQGEN…,Just seeing this Burlington Coat Factory is the latest retailer to drop Ivanka Trumps brand online
815,RT @mitchellvii: #MaddowClownDisease,
816,RT @SperanzaUSA: .@HillaryClinton U thought Friday was bad.  That was just the beginning of the end for u &amp; #ImWitHer folks.  More c… ,U thought Friday was bad  That was just the beginning of the end for u   folks  More c
817,I used to waste my time dreaming of being alive. Now I only waste it dreaming of you.,I used to waste my time dreaming of being alive Now I only waste it dreaming of you
818,RT @TRobinsonNewEra: Paedophile caught by @StinsonHunter bet you can guess where he from  https://t.co/NykOm4Sr3K,Paedophile caught by bet you can guess where he from
819,It's crazy how music can connect souls.,Its crazy how music can connect souls
820,RT @nelsonjgalan: Company Led By Major Clinton Donor Is Named Biggest Corporate Tax Avoider https://t.co/RGlVpnUpFO,Company Led By Major Clinton Donor Is Named Biggest Corporate Tax Avoider
821,"RT @danilosantini65: A pochi giorni dalla fine del suo mandato, #Obama pronto a nuove #sanzioni punitive contro #Mosca per le ingerenze sul…",A pochi giorni dalla fine del suo mandato pronto a nuove punitive contro per le ingerenze sul
822,RT @RahmatiFatima: Sickening. And there is hardly any coverage. Inhumane. https://t.co/r7e1XA5ndh,Sickening And there is hardly any coverage Inhumane
823,"RT @KimJ1011: .@marcorubio you have probably lost your election, one day smart two days stupid, not smart😳 https://t.co/o8VcNWqVgF",you have probably lost your election one day smart two days stupid not smart
824,RT @DJT_RELL: #NewMusic #NewArtists 2day at 2pm! #T_RellTuesdayz #T_RellTuesdayz #T_RellTuesdayz… https://t.co/QFfemeuZ88,2day at 2pm
825,"RT @reagangalpal: I will be one of the #womenwhovotetrump without hesitation, with honor, and with the desire to put #Americafirst… ",I will be one of the without hesitation with honor and with the desire to put
826,Pence appears at odds with Trump on climate change https://t.co/wOU2e93pnk via @news https://t.co/3WDrT1bpsl,Pence appears at odds with Trump on climate change via
827,"RT @borforall: #BathroomSchmovies
Seat Protectors of the Galaxy",Protectors of the Galaxy
828,#IslamKills just heard about the explosions in Belgium.....please stay safe guys #Brussels,just heard about the explosions in Belgiumplease stay safe guys
829,AP FACT CHECK: Trump gets much wrong on Ukraine https://t.co/WloMet3tMr #news,AP FACT CHECK Trump gets much wrong on Ukraine
830,RT @CNNPolitics: #Breaking: The FBI releases its notes and report from its Hillary Clinton interview https://t.co/0zZak9Mm1d,The FBI releases its notes and report from its Hillary Clinton interview
831,#LakersNation https://t.co/8Qcc3iSW3O,
832,Steal future sports almanac (tweet 2 of 2) #My4WordNewYearsResolution,Steal future sports almanac tweet 2 of 2
833,Judge: No deposition for @HillaryClinton but she'll have to answer written questions https://t.co/EV6A9skIAk,Judge No deposition for Hillary Clinton but shell have to answer written questions
834,"NOT ALL MUSLIMS ARE TERRORISTS. Still, it's quite stupid to say that they ""have nothing to do with terrorism""!!! https://t.co/d6oHmEJ0Ug",NOT ALL MUSLIMS ARE TERRORISTS Still its quite stupid to say that they have nothing to do with terrorism
835,#StopIslam So islam isnt the problem? wake the fuck up #NoRefugeesWelcome #IslamKills,So islam isnt the problem wake the fuck up
836,"RT @savvyconsumer7: My polling place's about 1 mile from my house. Scott Foval's (WI) talking about busing people ""out to Iowa!""

@JamesOKe…",My polling places about 1 mile from my house Scott Fovals WI talking about busing people out to Iowa
837,"RT @TeaPainUSA: Trump: ""I’m doing this because this country has given me so much.""  If we had his Tax Returns, we'd also know he paid no ta…",Trump Im doing this because this country has given me so much  If we had his Tax Returns wed also know he paid no ta
838,Christie seeks to raise big bucks for Trump transition,Christie seeks to raise big bucks for Trump transition
839,#TopVideo Trump on immigration:there will be no amnesty https://t.co/o98xcs7VAd,Trump on immigrationthere will be no amnesty
840,RT @MichaelLee2009: This is rich coming from Obama “‘Big Countries Don’t Go Bully Smaller Countries’ https://t.co/FRMcyUjHcx https://t.co/x…,This is rich coming from Obama Big Countries Dont Go Bully Smaller Countries
841,RT @amjay718: #SextingWentWrongWhen I started using old english,I started using old english
842,"New GREAT poll:
Trump - 46%
Hillary - 38%
Thank you Kansas! https://t.co/OlmKglidJg",New GREAT poll Trump  46 Hillary  38 Thank you Kansas
843,#GOPDebate You know that  Trump hits new high in poll #VegasGOPDebate,You know that  Trump hits new high in poll
844,"RT @GOP: BREAKING NEWS: @HillaryClinton's top aide, Cheryl Mills, received immunity during the FBI's email investigation. https://t.co/iLrG…",BREAKING NEWS top aide Cheryl Mills received immunity during the FBIs email investigation
845,RT @DallasBreaking: Gov. Abbott says end to tax cut standoff possibly in sight  #news,Gov Abbott says end to tax cut standoff possibly in sight
846,RT @KerrinTarr: #IGetDepressedWhen I have to inform the customer that their drink is diet. #LifeOfAMcDonaldsLid,I have to inform the customer that their drink is diet
847,"RT @stormynights10: #ObamasWishList Marry Donald Trump and become the First Lady, Barack Obama Trump",Marry Donald Trump and become the First Lady Barack Obama Trump
848,"RT @MissLizzyNJ: #BadJudgmentIn5Words
Trying to stump the Trump. https://t.co/9LQt0W86jq",to stump the Trump
849,RT @The_Lion_: Rough RT @IntenseDesire: Cam Newton selling his soul to still end up benched,Rough Cam Newton selling his soul to still end up benched
850,RT @ProudCaribbean: #CaribbeanTwitterTheBestTwitter Part 7 https://t.co/oKtyHeNTdS,Part 7
851,RT @TeflonBili: #IHaveARightToKnow why the plot line for the next Star Wars is essentially blowing up a Death Star. Again.,why the plot line for the next Star Wars is essentially blowing up a Death Star Again
852,RT @MSNBC: What a Democrat and a Republican agreed on during Trump's address https://t.co/u2kwDL4fh0 https://t.co/d4lpCQMAZg,What a Democrat and a Republican agreed on during Trumps address
853,RT @RedDizzlah: Follow @FreeMartyG to learn about a real hero! #FreeMartyG http://https://t.co/nKtRkT1kas #Stoppoliticalprosecution #uspoli…,Follow to learn about a real hero
854,RT @scoutKA: #IHaveADreamThat I will have a better job https://t.co/q4fDBnqs3R,I will have a better job
855,"RT @indigenous01: Montage: Obama Praises Islam https://t.co/N146zD5vYz via @YouTube Christians, Obama has separated himself from us unto so…",Montage Obama Praises Islam via Christians Obama has separated himself from us unto so
856,"RT @aadilsmalik: how poignant is this, hear it three times over if you don't get the message the first time https://t.co/Dy0lPhwuRG",how poignant is this hear it three times over if you dont get the message the first time
857,"RT @jasminndayy: @Echecrates you say you can't ""save"" a woman for later because other people will recognize that she is valuable &amp; take her…",you say you cant save a woman for later because other people will recognize that she is valuable   take her
858,"RT @weknowwhatsbest: Solve tonight's puzzle:

TERROR◻️SM 
ON
US 
S◻️IL",Solve tonights puzzle  TERRORSM  ON US  SIL
859,RT @MarlowNYC: Here's the disgusting audio of Trump on 9/11 bragging about how his building is now the tallest in Lower Manhattan: https://…,Heres the disgusting audio of Trump on 911 bragging about how his building is now the tallest in Lower Manhattan
860,RT @LettyNTX: Donald Trump Is Winning on Facebook  http://t.co/Chabu4oRt2 #Newsmax via @Newsmax_Media,Donald Trump Is Winning on Facebook  via
861,Or even more https://t.co/Lz338O7Lu2,Or even more
862,"RT @LindaSuhler: Hillary Clinton Campaign Manager Admits 2008 Birther Link
#HRCOriginalBirther #CrookedHillary 
https://t.co/XIOf3n1oER",Hillary Clinton Campaign Manager Admits 2008 Birther Link Hillary Clinton
863,RT @im_srishabh21: Queue for half an hour in local supermarket #ToDoListBeforeChristmas,Queue for half an hour in local supermarket
864,"RT @RLBillionaire: Black people, gotta love Em https://t.co/OK53xiTlry",Black people gotta love Em
865,RT @KeithOlbermann: Can we go for PRE-impeachment of Boss @realDonaldTrump Tweed? https://t.co/RKF0kroJH6,Can we go for PREimpeachment of Boss Tweed
866,RT @OnPirateSat: But do you understand the equal protection clause :)? https://t.co/EfSmFEjA2r,But do you understand the equal protection clause
867,"RT @ChristiChat: 😂Ted Cruz got BoooooooTED

#RNCinCLE 
#TrumpPence16
#MakeAmericaGreatAgain https://t.co/EqrD9gJEoO",Ted Cruz got BoooooooTED
868,Miner League Baseball #OneLetterOffSports @midnight,Miner League Baseball
869,RT @Juiceman513: Craig Robinson and Adam Scott? Yea I’m already sold https://t.co/30BAdWIhCg,Craig Robinson and Adam Scott Yea Im already sold
870,@Jenn_Abrams @wada_ama So disappointed in  @wada_ama. We live in a world where even in sports there's no fair contest,So disappointed in  We live in a world where even in sports theres no fair contest
871,RT @GarethPorter: .@AbbyMartin shreds absurd spook charge her old RT program &amp; others were part of a Russian plot to help elect Trump. http…,shreds absurd spook charge her old program   others were part of a Russian plot to help elect Trump
872,"RT @blackmattersus: Armstrong State University is going to offer a class about OutKast duo of Andre 3000 And Big Boi.
https://t.co/vDunhTVV…",Armstrong State University is going to offer a class about OutKast duo of Andre 3000 And Big
873,RT @EzraDrissman: I hope everyone reads this post. Vote for @realDonaldTrump https://t.co/bAktMTCHZ1,I hope everyone reads this post Vote for
874,"Obama was caught in a lie about Hillary again

#TrumpAHorrorMovie
#PodestaEmails https://t.co/uDFr57xIN4",Obama was caught in a lie about Hillary again
875,"police brutality is an obvious fact, it’s stupid to deny it #EndpoliceBrutality #FergusonRemembers",police brutality is an obvious fact its stupid to deny it
876,"So good to know that she's NOT our president!
#HillaryForPrison2016 https://t.co/YQWQltdYXm",So good to know that shes NOT our president
877,RT @danmericaCNN: Trump is visiting Trump National Golf Club in VA today. This is the 8th straight weekend Trump has visited a property tha…,Trump is visiting Trump National Golf Club in VA today This is the 8th straight weekend Trump has visited a property tha
878,RT @WashTimes: Maayan Jaffe questions the U.S.' support for #Ukraine but not for #Azerbaijan? http://t.co/HP5jJjTEEp http://t.co/km56NTNG3m,Maayan Jaffe questions the US support for but not for
879,"RT @markagallolv: @Veteran4Trump @KDScioscia what do you expect from, BIG PUSSY OBAMA,  he just goes golfing , Putin continues to bitch sla…",what do you expect from BIG PUSSY OBAMA  he just goes golfing  Putin continues to bitch sla
880,"I'm not perfect. I'll annoy you, make you mad but put all that aside. You'll never find someone who cares and loves you more than me.",Im not perfect Ill annoy you make you mad but put all that aside Youll never find someone who cares and loves you more than me
881,RT @boneintell: #FollowFriday @LegendaryCOOLV @OfficialYonni top Influencers this week! Have a great weekend :) ➡️Want this 🆓❓https://t.co/…,top Influencers this week Have a great weekend  Want this
882,"Sorry, Hillary: Trump’s policies are clearly better for blacks
https://t.co/pv3Ulg7b46",Sorry Hillary Trumps policies are clearly better for
883,"RT @sokeijarhead: @PatDollard We know  of 800,000 illegal aliens registered to vote when they got their driver's lic. in Ca!",We know  of 800000 illegal aliens registered to vote when they got their drivers lic in Ca
884,"RT @Blacktivists: You will never have to tell a real man how to be ""the one"" https://t.co/TKVimUwTxo",You will never have to tell a real man how to be the one
885,"IMPRISON FOR TREASON - is our demand for Killary!

#teapartynews #Conservative #republican #Hillary #Trump https://t.co/H9BtFTeYtb",IMPRISON FOR TREASON  is our demand for Killary  Donald Trump
886,RT @Patriotancestry: #thanks @DougNelson48 @bcg1998 @GaryFranks thanks for the recent follow. Much appreciated :) (Want this? 🆓 https://t.c…,thanks for the recent follow Much appreciated  Want this
887,HOLY SHIT WHAT DID I JUST WATCH http://t.co/Vg43vMU74B,HOLY SHIT WHAT DID I JUST WATCH
888,RT @TheLeeGreenwood: An honor to sing #GodBlessTheUSA on the steps of the Lincoln Memorial! 🇺🇸 https://t.co/JGmGjS3j5Z,An honor to sing on the steps of the Lincoln Memorial
889,I don't believe Huma! She's too close to Hillary to be an honest person! https://t.co/tKxKJAPMEy,I dont believe Huma Shes too close to Hillary to be an honest person
890,"RT @ahebrewcatholic: I refuse to watch any gaggle of overpaid actors praise each other, protected by walls, guns and schools they’d deny to…",I refuse to watch any gaggle of overpaid actors praise each other protected by walls guns and schools theyd deny to
891,RT @RedCloud377: @StirringTrouble @StillUSA1st https://t.co/Vb0k4655qB,
892,RT @kevkid79: Obama appointees ‘burrowing in’ for career federal jobs - https://t.co/dekLrbHflS - @washtimes,Obama appointees burrowing in for career federal jobs
893,"RT @jimlibertarian: Sharia Law is incompatible with American traditions&amp;values,it's a brutal form of enslavement,it's a tyrannical system o…",Sharia Law is incompatible with American traditions valuesits a brutal form of enslavementits a tyrannical system o
894,RT @MichiganClothes: outerspacemanII: RT BigRedEO: . onetoughnerd #GovRickSynder #RickSnyder #GOP #GOPEvil #tcot #Michigan https://t.co/ZbC…,outerspacemanII BigRedEO  onetoughnerd
